text,intent,domain,intent_name,domain_name
what is the status of my frontier flight,85,5,flight_status,travel
could you tell me the status of my frontier flight,85,5,flight_status,travel
do you mind informing me the status of my southwest flight,85,5,flight_status,travel
when will my aa flight be landing,85,5,flight_status,travel
when 's my flight boarding,85,5,flight_status,travel
what 's the latest info on flight dl123,85,5,flight_status,travel
when will my panam flight be arriving,85,5,flight_status,travel
when will my jetblue flight get here,85,5,flight_status,travel
when will they let me board,85,5,flight_status,travel
can you update me with the status of flight dl123,85,5,flight_status,travel
what 's the status of my united flight,85,5,flight_status,travel
can you tell me where flight dl123 is,85,5,flight_status,travel
at what point will this flight start letting people board,85,5,flight_status,travel
how long until delta is at the gate,85,5,flight_status,travel
when should i expect my flight to come in,85,5,flight_status,travel
when can i start boarding my flight,85,5,flight_status,travel
when 's my flight getting here,85,5,flight_status,travel
how long until my flight is here,85,5,flight_status,travel
has flight dl123 arrived yet,85,5,flight_status,travel
what time will i be allowed to board,85,5,flight_status,travel
any idea where flight dl123 is right now,85,5,flight_status,travel
what 's my flight 's eta,85,5,flight_status,travel
what time does my flight get in,85,5,flight_status,travel
when does my flight arrive,85,5,flight_status,travel
let me know the status of flight dl123,85,5,flight_status,travel
tell me the status of flight dl123,85,5,flight_status,travel
i would love to know when my flight is going to land,85,5,flight_status,travel
i wanna know the status of flight dl123,85,5,flight_status,travel
tell me when my flight will land,85,5,flight_status,travel
i gotta know when my flight will land,85,5,flight_status,travel
please inform me when my flight scheduled to board,85,5,flight_status,travel
i would like to know when my flight scheduled to board,85,5,flight_status,travel
i need to know when my flight scheduled to board,85,5,flight_status,travel
tell me when my flight scheduled to board,85,5,flight_status,travel
please tell me when my flight will land,85,5,flight_status,travel
i wanna know when my flight scheduled to board,85,5,flight_status,travel
i need to know the status of flight dl123,85,5,flight_status,travel
i wish to know when my flight will land,85,5,flight_status,travel
what is the scheduled landing time for my flight,85,5,flight_status,travel
what time will my flight be boarding,85,5,flight_status,travel
what time is this flight supposed to land,85,5,flight_status,travel
what time will i be able to board the plane,85,5,flight_status,travel
when will i get to my destination,85,5,flight_status,travel
can you tell me what time this flight is going to land,85,5,flight_status,travel
please tell me what the boarding time is for my plane,85,5,flight_status,travel
what time will my flight reach the destination,85,5,flight_status,travel
can you tell me when my flight is going to board,85,5,flight_status,travel
tell me when my flight is landing,85,5,flight_status,travel
i need to know when my flight is landing,85,5,flight_status,travel
so when is my flight landing,85,5,flight_status,travel
please flip a coin and tell me what side it lands on,102,6,flip_coin,utility
will you flip a coin so i can make a choice,102,6,flip_coin,utility
flip a two sided coin and tell me what it lands on,102,6,flip_coin,utility
i need you to flip a coin so i can decide,102,6,flip_coin,utility
begin the coin flip now,102,6,flip_coin,utility
i want you to help me make a decision by flipping a coin,102,6,flip_coin,utility
"please flip a coin , and i call heads",102,6,flip_coin,utility
"flip a coin and let me know if it lands on heads or tails , please",102,6,flip_coin,utility
i want you to flip a fair sided coin,102,6,flip_coin,utility
are you able to flip a two sided coin,102,6,flip_coin,utility
i need you to flip a coin so i can make a choice,102,6,flip_coin,utility
"can you please flip a coin , i call tails",102,6,flip_coin,utility
"flip a coin , i call tails",102,6,flip_coin,utility
heads or tails i choose tails,102,6,flip_coin,utility
please tell me if a coin lands on tails,102,6,flip_coin,utility
please tell me if a coin flip lands on heads or tails,102,6,flip_coin,utility
flip a coin heads or tails,102,6,flip_coin,utility
please flip a coin i select tails,102,6,flip_coin,utility
will you flip a coin,102,6,flip_coin,utility
can you get a coin and flip it,102,6,flip_coin,utility
would you flip a coin,102,6,flip_coin,utility
will you get a coin and flip it,102,6,flip_coin,utility
"flip a coin for me , with you calling heads",102,6,flip_coin,utility
i 'd like you to throw a virtual coin for me,102,6,flip_coin,utility
can i get a random heads or tails,102,6,flip_coin,utility
can you do a coin flip,102,6,flip_coin,utility
i want a coin flip and i 'll take tails,102,6,flip_coin,utility
i call tails for a coin flip you need to do right now,102,6,flip_coin,utility
do a virtual coin flip and tell me if i win as tails,102,6,flip_coin,utility
randomly pick between heads or tails and tell me if tails wins,102,6,flip_coin,utility
toss a coin and tell me what it lands on,102,6,flip_coin,utility
choose heads or tails and tell me what you came up with,102,6,flip_coin,utility
flip a fair coin i win if it 's tails,102,6,flip_coin,utility
flip a coin for me i call tails,102,6,flip_coin,utility
flip me a coin i'm calling tails,102,6,flip_coin,utility
take a coin and flip it and i call tails,102,6,flip_coin,utility
"hey , flip me a coin i call tails",102,6,flip_coin,utility
flip a coin one time,102,6,flip_coin,utility
flip that dime,102,6,flip_coin,utility
i need to do a fair coin flip,102,6,flip_coin,utility
flip that coin once it must be tails,102,6,flip_coin,utility
flip a quarter,102,6,flip_coin,utility
do one coin flip it will be tails,102,6,flip_coin,utility
flip a coin i say tails,102,6,flip_coin,utility
how about a coin flip,102,6,flip_coin,utility
let 's decide with a coin flip,102,6,flip_coin,utility
can you flip a coin once,102,6,flip_coin,utility
"if you flip a coin , i call tails",102,6,flip_coin,utility
let 's settle it with a coin flip,102,6,flip_coin,utility
please flip a coin i hope its tails,102,6,flip_coin,utility
i need you to flip a coin once,102,6,flip_coin,utility
flip that coin please,102,6,flip_coin,utility
flip the coin,102,6,flip_coin,utility
"flip that coin please , i choose heads",102,6,flip_coin,utility
flip that coin now,102,6,flip_coin,utility
"i choose heads , now flip that coin",102,6,flip_coin,utility
"go ahead and flip that coin , i am choosing heads here",102,6,flip_coin,utility
flip it please,102,6,flip_coin,utility
"i am choosing heads , now please flip that coin",102,6,flip_coin,utility
go ahead and flip a coin,102,6,flip_coin,utility
"go ahead and flip that coin , i choose heads",102,6,flip_coin,utility
can you flip a coin and tell me the result,102,6,flip_coin,utility
i will determine it with a coin flip,102,6,flip_coin,utility
i want you to flip a coin,102,6,flip_coin,utility
flip a coin and tell me if its heads or tails,102,6,flip_coin,utility
flip a coin if you will,102,6,flip_coin,utility
can you do a coin flip for me,102,6,flip_coin,utility
i need to have a coin flipped,102,6,flip_coin,utility
i would like a coin flip,102,6,flip_coin,utility
i ned you to flip a coin,102,6,flip_coin,utility
i want a coin flipped,102,6,flip_coin,utility
flip a coin for me,102,6,flip_coin,utility
i want a coin flip,102,6,flip_coin,utility
i require a coin flip,102,6,flip_coin,utility
lets go with heads or tails,102,6,flip_coin,utility
lets flip for it,102,6,flip_coin,utility
toss a coin i will take heads,102,6,flip_coin,utility
"lets do a coin toss , i call tails",102,6,flip_coin,utility
"filp a coin , i call heads",102,6,flip_coin,utility
spin a coin,102,6,flip_coin,utility
lets do a coin toss,102,6,flip_coin,utility
toss a coin i will take tails,102,6,flip_coin,utility
do a coin flip,102,6,flip_coin,utility
do heads or tails,102,6,flip_coin,utility
coin flip,102,6,flip_coin,utility
heads or tails please,102,6,flip_coin,utility
"ai , heads or tails",102,6,flip_coin,utility
"ai , coin flip",102,6,flip_coin,utility
"ai , please flip a coin",102,6,flip_coin,utility
"ai , give me the results of a coin flip",102,6,flip_coin,utility
flip a coin for me ai,102,6,flip_coin,utility
"flip a coin , you win with heads",102,6,flip_coin,utility
"can you flip a coin , i will take tails",102,6,flip_coin,utility
"go ahead and flip a coin , i am calling tails",102,6,flip_coin,utility
"please flip a coin for me , tails i win",102,6,flip_coin,utility
"flip a coin , i have tails",102,6,flip_coin,utility
heads or tails,102,6,flip_coin,utility
perform a coin flip,102,6,flip_coin,utility
do a coin toss,102,6,flip_coin,utility
help me flip a coin,102,6,flip_coin,utility
please change the name you refer to me by,136,9,change_user_name,meta
how do i change the name you use to address me,136,9,change_user_name,meta
is there a way i can change the name you use to address me,136,9,change_user_name,meta
i need to change my name to something else for you to call me,136,9,change_user_name,meta
can i have you call me something else,136,9,change_user_name,meta
i go by brad,136,9,change_user_name,meta
usually people refer to me as brad,136,9,change_user_name,meta
i prefer to go by brad,136,9,change_user_name,meta
people call me brad,136,9,change_user_name,meta
my name is brad,136,9,change_user_name,meta
call me carrie,136,9,change_user_name,meta
my names carrie,136,9,change_user_name,meta
my friends call me carrie,136,9,change_user_name,meta
you can call me carrie,136,9,change_user_name,meta
call me dad,136,9,change_user_name,meta
you can call me stevie,136,9,change_user_name,meta
you can call me sarah,136,9,change_user_name,meta
you can call me james,136,9,change_user_name,meta
call me jake,136,9,change_user_name,meta
call me stevie,136,9,change_user_name,meta
you can call me john,136,9,change_user_name,meta
my name is steve,136,9,change_user_name,meta
my name is john,136,9,change_user_name,meta
please call me jim,136,9,change_user_name,meta
i go by the name jim,136,9,change_user_name,meta
feel free to call me jim,136,9,change_user_name,meta
you can just speak to me as jim,136,9,change_user_name,meta
my name is jim,136,9,change_user_name,meta
please start calling me mandy,136,9,change_user_name,meta
the name i go by is sandy,136,9,change_user_name,meta
i like to be called mikey,136,9,change_user_name,meta
please refer to me as sharon,136,9,change_user_name,meta
john is my name,136,9,change_user_name,meta
the name you should call me is janet,136,9,change_user_name,meta
people call me gary,136,9,change_user_name,meta
you can address me as lizzie,136,9,change_user_name,meta
i want to be called mollie,136,9,change_user_name,meta
you can call me cindy,136,9,change_user_name,meta
call me ishmael,136,9,change_user_name,meta
can you just start calling me sir,136,9,change_user_name,meta
i'm called tim,136,9,change_user_name,meta
my friends call me sam,136,9,change_user_name,meta
i 'd like you to address me as lord snugglebottom,136,9,change_user_name,meta
i go by ted,136,9,change_user_name,meta
they call me john,136,9,change_user_name,meta
would you just like to call me paul,136,9,change_user_name,meta
please call me johnny,136,9,change_user_name,meta
just call me sam,136,9,change_user_name,meta
i want you to call me this new name,136,9,change_user_name,meta
talk to me by calling me this name from now on,136,9,change_user_name,meta
the new name that i want you to call me is this one,136,9,change_user_name,meta
please call me by this new name,136,9,change_user_name,meta
please change my name,136,9,change_user_name,meta
you can call me brandon,136,9,change_user_name,meta
you can call me jeff,136,9,change_user_name,meta
you can call me michael,136,9,change_user_name,meta
you can call me steve,136,9,change_user_name,meta
you can call me alan,136,9,change_user_name,meta
call me mary,136,9,change_user_name,meta
i need you to call me mary,136,9,change_user_name,meta
would you call me mary,136,9,change_user_name,meta
i want to be called by mary,136,9,change_user_name,meta
i would like you to call me mary,136,9,change_user_name,meta
can i change what you call me,136,9,change_user_name,meta
i 'd like you to call me something different,136,9,change_user_name,meta
change the name that you call me,136,9,change_user_name,meta
call me frank,136,9,change_user_name,meta
you can refer to me as frank,136,9,change_user_name,meta
i want you to call me something else,136,9,change_user_name,meta
my name 's frank,136,9,change_user_name,meta
i 'd like to be called frank,136,9,change_user_name,meta
can i change my nickname,136,9,change_user_name,meta
i am john,136,9,change_user_name,meta
"hi , i'm john",136,9,change_user_name,meta
please call me frank from now on,136,9,change_user_name,meta
can you call me bobby instead of bob,136,9,change_user_name,meta
my name 's bob,136,9,change_user_name,meta
please call me bob,136,9,change_user_name,meta
"when you talk to me , use bob",136,9,change_user_name,meta
"please stop calling me dave , my name 's bob",136,9,change_user_name,meta
"my name is stu , not sue !",136,9,change_user_name,meta
i want you to start referring to me as lucky,136,9,change_user_name,meta
i 'd like you to refer to me as bob,136,9,change_user_name,meta
i am david,136,9,change_user_name,meta
change my name to master,136,9,change_user_name,meta
you can call me al,136,9,change_user_name,meta
just call me al,136,9,change_user_name,meta
i go by stefan,136,9,change_user_name,meta
just call me dennis,136,9,change_user_name,meta
please change my name to loverboy,136,9,change_user_name,meta
i want you to call me lord,136,9,change_user_name,meta
i 'd rather have you call be ray ray,136,9,change_user_name,meta
they call me josh,136,9,change_user_name,meta
i am josh,136,9,change_user_name,meta
i want you to call me pam,136,9,change_user_name,meta
i need to change my username,136,9,change_user_name,meta
address me by the name stan,136,9,change_user_name,meta
only call me dan,136,9,change_user_name,meta
please only call me joe,136,9,change_user_name,meta
can you call me something else,136,9,change_user_name,meta
where is your place of origin,123,8,where_are_you_from,small_talk
what is your place of origin,123,8,where_are_you_from,small_talk
what is your country of origin,123,8,where_are_you_from,small_talk
where is your country of origin,123,8,where_are_you_from,small_talk
what is your nationality,123,8,where_are_you_from,small_talk
tell me where you 're made,123,8,where_are_you_from,small_talk
tell me how you 're made,123,8,where_are_you_from,small_talk
what town were you born in,123,8,where_are_you_from,small_talk
what country were you born in,123,8,where_are_you_from,small_talk
where 's your birthplace,123,8,where_are_you_from,small_talk
you were born where,123,8,where_are_you_from,small_talk
your birthplace is where,123,8,where_are_you_from,small_talk
where are your origins located,123,8,where_are_you_from,small_talk
where did you originate from,123,8,where_are_you_from,small_talk
where is your home located,123,8,where_are_you_from,small_talk
where do you trace your roots,123,8,where_are_you_from,small_talk
where do you hail from,123,8,where_are_you_from,small_talk
i 'd like to know where you 're from,123,8,where_are_you_from,small_talk
where are your origins found,123,8,where_are_you_from,small_talk
can you tell me where you are from,123,8,where_are_you_from,small_talk
where is the location of your creation,123,8,where_are_you_from,small_talk
can you tell me where you were created,123,8,where_are_you_from,small_talk
could you tell me where did you originate,123,8,where_are_you_from,small_talk
would you care to let me know where you were made,123,8,where_are_you_from,small_talk
where is the location that you were made,123,8,where_are_you_from,small_talk
in which area were you made,123,8,where_are_you_from,small_talk
what country were you made,123,8,where_are_you_from,small_talk
where was it you were made,123,8,where_are_you_from,small_talk
where did they make you,123,8,where_are_you_from,small_talk
where were you created,123,8,where_are_you_from,small_talk
what place were you created in,123,8,where_are_you_from,small_talk
in which place were you made,123,8,where_are_you_from,small_talk
what 's your country of origin,123,8,where_are_you_from,small_talk
what was your place of creation,123,8,where_are_you_from,small_talk
what location did you originate at,123,8,where_are_you_from,small_talk
what 's your place of manufacture,123,8,where_are_you_from,small_talk
from whence do you hail,123,8,where_are_you_from,small_talk
where do you come from,123,8,where_are_you_from,small_talk
what is your point of origin,123,8,where_are_you_from,small_talk
what 's your nationality,123,8,where_are_you_from,small_talk
where were you manufactured,123,8,where_are_you_from,small_talk
where were your born,123,8,where_are_you_from,small_talk
what country do you consider yourself a citizen of,123,8,where_are_you_from,small_talk
where did you last live,123,8,where_are_you_from,small_talk
what 's your birthplace,123,8,where_are_you_from,small_talk
where did you used to live,123,8,where_are_you_from,small_talk
what area did you grow up in,123,8,where_are_you_from,small_talk
what area were you born in,123,8,where_are_you_from,small_talk
what state were you born in,123,8,where_are_you_from,small_talk
were you born here,123,8,where_are_you_from,small_talk
are you from the uk,123,8,where_are_you_from,small_talk
are you from the us,123,8,where_are_you_from,small_talk
are you from europe,123,8,where_are_you_from,small_talk
where you from the usa,123,8,where_are_you_from,small_talk
where is your family from,123,8,where_are_you_from,small_talk
where are you originally from,123,8,where_are_you_from,small_talk
where was your home before here,123,8,where_are_you_from,small_talk
where did you live previously,123,8,where_are_you_from,small_talk
where did you live before here,123,8,where_are_you_from,small_talk
where did you live prior to living here,123,8,where_are_you_from,small_talk
what is the area that you came from,123,8,where_are_you_from,small_talk
what location did you live at before,123,8,where_are_you_from,small_talk
where is your original location,123,8,where_are_you_from,small_talk
where were you before moving here,123,8,where_are_you_from,small_talk
do you know where you were born,123,8,where_are_you_from,small_talk
can you tell me where you were born,123,8,where_are_you_from,small_talk
"where did you come from , originally",123,8,where_are_you_from,small_talk
what was the location of your birth,123,8,where_are_you_from,small_talk
what is the name of your birthplace,123,8,where_are_you_from,small_talk
what is your native home,123,8,where_are_you_from,small_talk
can you tell me your place of origin,123,8,where_are_you_from,small_talk
where is your home,123,8,where_are_you_from,small_talk
whereabouts are you from,123,8,where_are_you_from,small_talk
did you grow up here,123,8,where_are_you_from,small_talk
where were you given birth,123,8,where_are_you_from,small_talk
where are you from,123,8,where_are_you_from,small_talk
where did your mom have you,123,8,where_are_you_from,small_talk
what city were you born in,123,8,where_are_you_from,small_talk
what 's your city of origin,123,8,where_are_you_from,small_talk
where are your roots,123,8,where_are_you_from,small_talk
"when you were a child , where did you live",123,8,where_are_you_from,small_talk
"if you were to call a place your beginning , your home start , where would that be",123,8,where_are_you_from,small_talk
so where did you live when you were a baby,123,8,where_are_you_from,small_talk
what place do you call home,123,8,where_are_you_from,small_talk
"up until now , what place was your home base",123,8,where_are_you_from,small_talk
what location were you born in,123,8,where_are_you_from,small_talk
your birth occurred where,123,8,where_are_you_from,small_talk
where is your birth place,123,8,where_are_you_from,small_talk
you came from where,123,8,where_are_you_from,small_talk
where were you made,123,8,where_are_you_from,small_talk
where would you say you were born,123,8,where_are_you_from,small_talk
tell me where you come from,123,8,where_are_you_from,small_talk
tell me where you were born,123,8,where_are_you_from,small_talk
where were you born,123,8,where_are_you_from,small_talk
what 's your hometown,123,8,where_are_you_from,small_talk
where 's home for you,123,8,where_are_you_from,small_talk
in what state were you born,123,8,where_are_you_from,small_talk
were you born in a hospital,123,8,where_are_you_from,small_talk
where did your parents have you,123,8,where_are_you_from,small_talk
where did your mom give birth,123,8,where_are_you_from,small_talk
delete fries from shopping list,46,3,shopping_list_update,home
take off fries from the shopping list,46,3,shopping_list_update,home
please take away the fries from the shopping list,46,3,shopping_list_update,home
remove fries from my shopping list,46,3,shopping_list_update,home
we no longer need fries on the shopping lisr,46,3,shopping_list_update,home
"cross out bananas from my shopping list and put papayas on it , please",46,3,shopping_list_update,home
i need to delete tomatoes from my shopping list and add onions instead,46,3,shopping_list_update,home
can you add carrots to my shopping list and delete potatoes,46,3,shopping_list_update,home
please remove ginger ale from my shopping list and add root beer,46,3,shopping_list_update,home
"go ahead and erase cashews from my list , and add walnuts to it , please",46,3,shopping_list_update,home
add eggs to my shopping list and remove cheese,46,3,shopping_list_update,home
add corn to my shopping list and remove wine,46,3,shopping_list_update,home
add flour to my shopping list if it 's not already on it,46,3,shopping_list_update,home
take bread off my shopping list and add milk,46,3,shopping_list_update,home
please add sugar to my shopping list if it 's not on it,46,3,shopping_list_update,home
remove wine and add beer to my shopping list,46,3,shopping_list_update,home
"is paprika listed on my shopping list , please add it",46,3,shopping_list_update,home
"is bacon on my shopping list , add if it 's not",46,3,shopping_list_update,home
delete soda from my shopping list and add water to it,46,3,shopping_list_update,home
"do i have pepper my shopping list , if not add it",46,3,shopping_list_update,home
"are bananas on the list , if not can you add them",46,3,shopping_list_update,home
"do i have bananas on my list , if not please put them on the list",46,3,shopping_list_update,home
"are bananas already on the list , if not go ahead and add them",46,3,shopping_list_update,home
are bananas on my shopping list can you add them if they are n't,46,3,shopping_list_update,home
"do i have bananas on my shopping list , if not please add it",46,3,shopping_list_update,home
add bread to my list of groceries,46,3,shopping_list_update,home
add bread to my list of things to buy,46,3,shopping_list_update,home
put bread on my shopping list,46,3,shopping_list_update,home
make sure bread gets added to my shopping list,46,3,shopping_list_update,home
remind me to buy bread next time i go shopping,46,3,shopping_list_update,home
will you include kleenex on my list for shopping please,46,3,shopping_list_update,home
make sure walnuts is on my shopping list,46,3,shopping_list_update,home
put film on my shopping list,46,3,shopping_list_update,home
add sprite to my shopping list,46,3,shopping_list_update,home
write apples on my shopping list,46,3,shopping_list_update,home
add oranges to my to do shopping list,46,3,shopping_list_update,home
add mountain dew to my list for shopping,46,3,shopping_list_update,home
add coke to my shopping cart,46,3,shopping_list_update,home
add apples to my to do shopping list,46,3,shopping_list_update,home
add pepsi to my shopping bag,46,3,shopping_list_update,home
i'm out of bananas add to shopping list,46,3,shopping_list_update,home
i need for you to remove milk from my shopping list and add bread,46,3,shopping_list_update,home
"on my shopping list , remove bread and add milk",46,3,shopping_list_update,home
i need for you to get bananas added to my shopping list i'm out,46,3,shopping_list_update,home
would you add bananas to my shopping list as i am out,46,3,shopping_list_update,home
add groceries to my shopping list as i am out,46,3,shopping_list_update,home
please get milk removed from my shopping list and add bread,46,3,shopping_list_update,home
would you remove bread from my shopping list and add bread,46,3,shopping_list_update,home
i want to remove milk from my shopping list and add bread,46,3,shopping_list_update,home
i am out of trash bags and need them to be added to my shopping list,46,3,shopping_list_update,home
"please add milk on my shopping list , if it is not already on it",46,3,shopping_list_update,home
do i have milk on my shopping list please add it if it is not,46,3,shopping_list_update,home
i want you to add milk on my shopping list unless it is already on it,46,3,shopping_list_update,home
i would like you to add milk if it is not on my shopping list already,46,3,shopping_list_update,home
"is the milk on the shopping list if not , please add",46,3,shopping_list_update,home
do me a favor and put sharpies on my list for shopping,46,3,shopping_list_update,home
please put silverware on my list for shopping,46,3,shopping_list_update,home
may i suggest we put paper towels on my list for shopping,46,3,shopping_list_update,home
maybe we can put blank cds on my list for shopping,46,3,shopping_list_update,home
can we put sunscreen on my list for shopping,46,3,shopping_list_update,home
make sure to put extra paint on the list,46,3,shopping_list_update,home
x on the shopping list please,46,3,shopping_list_update,home
can you put carrots on my shopping list,46,3,shopping_list_update,home
i would like to put carrots on my list for shopping,46,3,shopping_list_update,home
remove corn from my shopping list,46,3,shopping_list_update,home
put on my shopping list i need carots,46,3,shopping_list_update,home
remove chips from my shopping list,46,3,shopping_list_update,home
take frozen food off my shopping list,46,3,shopping_list_update,home
i need soda added to my list and carrots removed,46,3,shopping_list_update,home
i need oranges on my shopping list,46,3,shopping_list_update,home
take carrots off my list for shopping,46,3,shopping_list_update,home
my shopping list should have carrots on it,46,3,shopping_list_update,home
remove carrots from my shopping list and add soda,46,3,shopping_list_update,home
can you put oranges on my shopping list,46,3,shopping_list_update,home
put carrots on my shopping list,46,3,shopping_list_update,home
put soda on the shopping list and add carrots,46,3,shopping_list_update,home
can you take frozen food of my shopping list,46,3,shopping_list_update,home
can you take carrots off my shopping list and add soda,46,3,shopping_list_update,home
please make sure oranges are on my shopping list,46,3,shopping_list_update,home
add soda on my shopping list and remove carrots,46,3,shopping_list_update,home
get rid of butter on my shopping list,46,3,shopping_list_update,home
delete ice cream from my shopping list,46,3,shopping_list_update,home
take fresh carrots off my shopping list,46,3,shopping_list_update,home
i want you to remove shampoo from my shopping list,46,3,shopping_list_update,home
"update my shopping list , delete canned olives",46,3,shopping_list_update,home
can you put detergent on my shopping list cause i'm all out,46,3,shopping_list_update,home
put milk on my shopping list cause i'm out of it,46,3,shopping_list_update,home
put spaghetti on my shopping list cause i'm out of it please,46,3,shopping_list_update,home
put rice and pudding on my shopping list cause i need them,46,3,shopping_list_update,home
can you please put toilet paper on the shopping list i'm out of it,46,3,shopping_list_update,home
i need to add cherrios to the grocery list,46,3,shopping_list_update,home
i'm low on cherrios can you add that to the shopping list,46,3,shopping_list_update,home
i ran out of cherrios so add that to the list,46,3,shopping_list_update,home
add cherrios to the shopping list,46,3,shopping_list_update,home
can you add cherrios to my shopping list,46,3,shopping_list_update,home
"for the shopping list , add ham as well",46,3,shopping_list_update,home
"are eggs on my list , if not add them",46,3,shopping_list_update,home
i need you to add creamer to my shopping list,46,3,shopping_list_update,home
please put milk on my list i just used the last of it,46,3,shopping_list_update,home
"i no longer need milk , so forget that",46,3,shopping_list_update,home
what things can you help me with exactly,128,8,what_can_i_ask_you,small_talk
what are the things you can help me with,128,8,what_can_i_ask_you,small_talk
what exactly can you help me with,128,8,what_can_i_ask_you,small_talk
what can you help me with exactly,128,8,what_can_i_ask_you,small_talk
what can you help me with,128,8,what_can_i_ask_you,small_talk
what kinds of questions can you answer,128,8,what_can_i_ask_you,small_talk
tell me the subject areas you are familiar with,128,8,what_can_i_ask_you,small_talk
what sorts of subjects are you well versed in,128,8,what_can_i_ask_you,small_talk
what are the subject areas you are knowledgable in,128,8,what_can_i_ask_you,small_talk
what kinds of things are you knowledgable about,128,8,what_can_i_ask_you,small_talk
tell me the types of things i can ask you about,128,8,what_can_i_ask_you,small_talk
what sorts of things can i ask you about,128,8,what_can_i_ask_you,small_talk
tell me what you are capable of answering,128,8,what_can_i_ask_you,small_talk
what sorts of queries should i give you,128,8,what_can_i_ask_you,small_talk
what sorts of subjects do you know about,128,8,what_can_i_ask_you,small_talk
what type of questions may i ask you,128,8,what_can_i_ask_you,small_talk
which types of questions may i ask you,128,8,what_can_i_ask_you,small_talk
what kind of questions may i ask you,128,8,what_can_i_ask_you,small_talk
which types of questions can i ask you,128,8,what_can_i_ask_you,small_talk
what kind of questions can i ask you,128,8,what_can_i_ask_you,small_talk
what topics can i ask you about,128,8,what_can_i_ask_you,small_talk
what information can i ask you,128,8,what_can_i_ask_you,small_talk
what subjects do you know something about,128,8,what_can_i_ask_you,small_talk
what kinds of questions can i ask you,128,8,what_can_i_ask_you,small_talk
what types of things do you know,128,8,what_can_i_ask_you,small_talk
what kind of questions do you accept,128,8,what_can_i_ask_you,small_talk
what questions are permissible,128,8,what_can_i_ask_you,small_talk
what can i ask you,128,8,what_can_i_ask_you,small_talk
what are my list of commands,128,8,what_can_i_ask_you,small_talk
what are the kinds of things you can help me with,128,8,what_can_i_ask_you,small_talk
what kind of questions are you good at answering,128,8,what_can_i_ask_you,small_talk
can i ask you about anything,128,8,what_can_i_ask_you,small_talk
can you help me with anything i need,128,8,what_can_i_ask_you,small_talk
what all can you do,128,8,what_can_i_ask_you,small_talk
what things do you know about,128,8,what_can_i_ask_you,small_talk
what are you able to help me with,128,8,what_can_i_ask_you,small_talk
what types of things are you able to do,128,8,what_can_i_ask_you,small_talk
what can you answer for me,128,8,what_can_i_ask_you,small_talk
is there anything i ca n't ask you,128,8,what_can_i_ask_you,small_talk
what questions do you respond to,128,8,what_can_i_ask_you,small_talk
what should i ask you about,128,8,what_can_i_ask_you,small_talk
what are you able to answer,128,8,what_can_i_ask_you,small_talk
what 's the sort of thing i should ask,128,8,what_can_i_ask_you,small_talk
what kind of things can you answer,128,8,what_can_i_ask_you,small_talk
what things can you do,128,8,what_can_i_ask_you,small_talk
what can you do,128,8,what_can_i_ask_you,small_talk
what types of questions do you have a response for,128,8,what_can_i_ask_you,small_talk
what kinds of questions can you respond to,128,8,what_can_i_ask_you,small_talk
what do you have answers for,128,8,what_can_i_ask_you,small_talk
what questions am i allowed to ask,128,8,what_can_i_ask_you,small_talk
what kinds of things can you do,128,8,what_can_i_ask_you,small_talk
ai can you tell me what things i may ask,128,8,what_can_i_ask_you,small_talk
"what can i ask you , ai",128,8,what_can_i_ask_you,small_talk
what am i able to ask the ai,128,8,what_can_i_ask_you,small_talk
"ai , tell me what things i should ask of you",128,8,what_can_i_ask_you,small_talk
what sorts of things am i able to ask of you ai,128,8,what_can_i_ask_you,small_talk
how can i get you to help me,128,8,what_can_i_ask_you,small_talk
what types of things can i ask you,128,8,what_can_i_ask_you,small_talk
what sort of things can you help me with,128,8,what_can_i_ask_you,small_talk
what are you able to do,128,8,what_can_i_ask_you,small_talk
what can i use you to help me with,128,8,what_can_i_ask_you,small_talk
how can i use you,128,8,what_can_i_ask_you,small_talk
what subjects do you know,128,8,what_can_i_ask_you,small_talk
what subjects are you familiar with,128,8,what_can_i_ask_you,small_talk
what subjects do you know about,128,8,what_can_i_ask_you,small_talk
what types of subjects do you know,128,8,what_can_i_ask_you,small_talk
what are you familiar with,128,8,what_can_i_ask_you,small_talk
what do you know,128,8,what_can_i_ask_you,small_talk
what subjects are you versed in,128,8,what_can_i_ask_you,small_talk
can you tell me the subjects you know best,128,8,what_can_i_ask_you,small_talk
tell me the subjects you 're aware of,128,8,what_can_i_ask_you,small_talk
let me know what subjects you comprehend well,128,8,what_can_i_ask_you,small_talk
what are the sorts of things i can ask you about,128,8,what_can_i_ask_you,small_talk
what questions are you programmed to answer,128,8,what_can_i_ask_you,small_talk
what kinds of things can i ask you,128,8,what_can_i_ask_you,small_talk
what kinds of questions can i ask of you,128,8,what_can_i_ask_you,small_talk
are there certain types of questions i can ask you,128,8,what_can_i_ask_you,small_talk
what kinds of things would you be able to help me with,128,8,what_can_i_ask_you,small_talk
i need to know what kind of things you can help with,128,8,what_can_i_ask_you,small_talk
i want to know what sort of things you can assist me with,128,8,what_can_i_ask_you,small_talk
what sort of things are you able to help with,128,8,what_can_i_ask_you,small_talk
let me know what you can assist me with,128,8,what_can_i_ask_you,small_talk
how can i benefit from using you,128,8,what_can_i_ask_you,small_talk
how can you assist me,128,8,what_can_i_ask_you,small_talk
i wanna know the types of subjects are you familiar with,128,8,what_can_i_ask_you,small_talk
